0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1345
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1396
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1446
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1496
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1547
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1596
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1648
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1699
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1750
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1802
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1852
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1903
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 1953
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 2003
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 2055
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 2106
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 2156
0 0  7.52558 10.8289 39.7642 2.90885 -10.3833 31.3458 3.30252 2.82749 0.294091 0.647841 2209
