0 0  0 0 0 0 0 0 0 0 0 0 1993
0 0  0 0 0 0 0 0 0 0 0 0 2044
0 0  0 0 0 0 0 0 0 0 0 0 2095
0 0  0 0 0 0 0 0 0 0 0 0 2147
0 0  0 0 0 0 0 0 0 0 0 0 2197
0 0  0 0 0 0 0 0 0 0 0 0 2248
0 0  0 0 0 0 0 0 0 0 0 0 2299
0 0  0 0 0 0 0 0 0 0 0 0 2349
0 0  0 0 0 0 0 0 0 0 0 0 2400
0 0  0 0 0 0 0 0 0 0 0 0 2450
0 0  0 0 0 0 0 0 0 0 0 0 2501
0 0  0 0 0 0 0 0 0 0 0 0 2552
0 0  0 0 0 0 0 0 0 0 0 0 2604
0 0  0 0 0 0 0 0 0 0 0 0 2656
0 0  0 0 0 0 0 0 0 0 0 0 2707
0 0  0 0 0 0 0 0 0 0 0 0 2757
0 0  0 0 0 0 0 0 0 0 0 0 2809
0 0  0 0 0 0 0 0 0 0 0 0 2861
0 0  0 0 0 0 0 0 0 0 0 0 2912
0 0  0 0 0 0 0 0 0 0 0 0 2962
0 0  0 0 0 0 0 0 0 0 0 0 3014
0 0  0 0 0 0 0 0 0 0 0 0 3064
0 0  0 0 0 0 0 0 0 0 0 0 3115
0 0  0 0 0 0 0 0 0 0 0 0 3166
0 0  0 0 0 0 0 0 0 0 0 0 3216
0 0  0 0 0 0 0 0 0 0 0 0 3267
0 0  0 0 0 0 0 0 0 0 0 0 3317
0 0  0 0 0 0 0 0 0 0 0 0 3369
0 0  0 0 0 0 0 0 0 0 0 0 3420
0 0  0 0 0 0 0 0 0 0 0 0 3470
0 0  0 0 0 0 0 0 0 0 0 0 3521
0 0  0 0 0 0 0 0 0 0 0 0 3572
0 0  0 0 0 0 0 0 0 0 0 0 3624
0 0  0 0 0 0 0 0 0 0 0 0 3675
0 0  0 0 0 0 0 0 0 0 0 0 3726
0 0  0 0 0 0 0 0 0 0 0 0 3777
0 0  0 0 0 0 0 0 0 0 0 0 3828
0 0  0 0 0 0 0 0 0 0 0 0 3878
0 0  0 0 0 0 0 0 0 0 0 0 3929
0 0  0 0 0 0 0 0 0 0 0 0 3979
0 0  0 0 0 0 0 0 0 0 0 0 4030
0 0  0 0 0 0 0 0 0 0 0 0 4081
0 0  0 0 0 0 0 0 0 0 0 0 4132
0 0  0 0 0 0 0 0 0 0 0 0 4182
0 0  0 0 0 0 0 0 0 0 0 0 4233
0 0  0 0 0 0 0 0 0 0 0 0 4283
0 0  0 0 0 0 0 0 0 0 0 0 4334
0 0  0 0 0 0 0 0 0 0 0 0 4385
0 0  0 0 0 0 0 0 0 0 0 0 4436
0 0  0 0 0 0 0 0 0 0 0 0 4487
0 0  0 0 0 0 0 0 0 0 0 0 4538
0 0  0 0 0 0 0 0 0 0 0 0 4590
0 0  0 0 0 0 0 0 0 0 0 0 4641
0 0  0 0 0 0 0 0 0 0 0 0 4693
0 0  0 0 0 0 0 0 0 0 0 0 4743
0 0  0 0 0 0 0 0 0 0 0 0 4794
0 0  0 0 0 0 0 0 0 0 0 0 4845
0 0  0 0 0 0 0 0 0 0 0 0 4896
0 0  0 0 0 0 0 0 0 0 0 0 4947
0 0  0 0 0 0 0 0 0 0 0 0 4998
0 0  0 0 0 0 0 0 0 0 0 0 5049
0 0  0 0 0 0 0 0 0 0 0 0 5100
0 0  0 0 0 0 0 0 0 0 0 0 5150
0 0  0 0 0 0 0 0 0 0 0 0 5203
0 0  0 0 0 0 0 0 0 0 0 0 5254
0 0  0 0 0 0 0 0 0 0 0 0 5305
0 0  0 0 0 0 0 0 0 0 0 0 5355
0 0  0 0 0 0 0 0 0 0 0 0 5406
0 0  0 0 0 0 0 0 0 0 0 0 5456
0 0  0 0 0 0 0 0 0 0 0 0 5509
0 0  0 0 0 0 0 0 0 0 0 0 5560
0 0  0 0 0 0 0 0 0 0 0 0 5610
0 0  0 0 0 0 0 0 0 0 0 0 5662
0 0  0 0 0 0 0 0 0 0 0 0 5714
0 0  0 0 0 0 0 0 0 0 0 0 5766
0 0  0 0 0 0 0 0 0 0 0 0 5818
0 0  0 0 0 0 0 0 0 0 0 0 5869
0 0  0 0 0 0 0 0 0 0 0 0 5920
0 0  0 0 0 0 0 0 0 0 0 0 5971
0 0  0 0 0 0 0 0 0 0 0 0 6025
0 0  0 0 0 0 0 0 0 0 0 0 6076
0 0  0 0 0 0 0 0 0 0 0 0 6126
0 0  0 0 0 0 0 0 0 0 0 0 6177
0 0  0 0 0 0 0 0 0 0 0 0 6227
0 0  0 0 0 0 0 0 0 0 0 0 6278
0 0  0 0 0 0 0 0 0 0 0 0 6329
0 0  0 0 0 0 0 0 0 0 0 0 6381
0 0  0 0 0 0 0 0 0 0 0 0 6433
0 0  0 0 0 0 0 0 0 0 0 0 6484
0 0  0 0 0 0 0 0 0 0 0 0 6535
0 0 0.00236624 0.193045 0.471061 0.119176 0.00455917 0.00201477 0.0205866 0.223097 0 0 0 0 0 0 0 0 0 0 0 82186
0 0 0.00229545 0.193085 0.463499 0.111698 0.004558 0.00198003 0.0212654 0.218058 0 0 0 0 0 0 0 0 0 0 0 82237
0 0 0.00213641 0.192902 0.447625 0.0966622 0.0045464 0.00191688 0.0226619 0.208559 0 0 0 0 0 0 0 0 0 0 0 82287
0 0 0.00205539 0.192844 0.43911 0.089206 0.00453389 0.00188098 0.0234913 0.203381 0 0 0 0 0 0 0 0 0 0 0 82339
